mes_referencia,Cod_produto,Realizado,Forecast,Erro_Absoluto,MAPE,MAE,RMSE,Bias,SMAPE,Desvio_M3,Desvio_M6,Desvio_M12
2024-01,120002091,171.0,92.0,79.0,0.4619883040935672,79.0,1665.2741143346389,-79.0,0.6007604562737643,0.4619883040935672,0.4619883040935672,0.4619883040935672
2024-01,120002092,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002093,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002103,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002818,-2.0,0.0,2.0,-1.0,2.0,1665.2741143346389,2.0,2.0,-1.0,-1.0,-1.0
2024-01,120002819,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002820,2.0,0.0,2.0,1.0,2.0,1665.2741143346389,-2.0,2.0,1.0,1.0,1.0
2024-01,120002821,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002822,2.0,0.0,2.0,1.0,2.0,1665.2741143346389,-2.0,2.0,1.0,1.0,1.0
2024-01,120002823,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002824,0.0,350.0,350.0,0.0,350.0,1665.2741143346389,350.0,2.0,0.0,0.0,0.0
2024-01,120002825,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002826,174.0,0.0,174.0,1.0,174.0,1665.2741143346389,-174.0,2.0,1.0,1.0,1.0
2024-01,120002859,0.0,1.0,1.0,0.0,1.0,1665.2741143346389,1.0,2.0,0.0,0.0,0.0
2024-01,120002860,0.0,1.0,1.0,0.0,1.0,1665.2741143346389,1.0,2.0,0.0,0.0,0.0
2024-01,120002909,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002921,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002923,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
